catalog_record_id,catalog,official_name,country_ids,source_url,catalog_status,review_status,candidate_decision,decision_reason,checked_at,notes
geopark-ngorongoro-lengai,unesco_global_geopark,Ngorongoro Lengai UNESCO Global Geopark,tanzania,https://www.unesco.org/en/iggp/ngorongoro-lengai-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-khorat,unesco_global_geopark,Khorat UNESCO Global Geopark,thailand,https://www.unesco.org/en/iggp/khorat-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-satun,unesco_global_geopark,Satun UNESCO Global Geopark,thailand,https://www.unesco.org/en/iggp/satun-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-dahar,unesco_global_geopark,Dahar UNESCO Global Geopark,tunisia,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-kula-salihli,unesco_global_geopark,Kula-Salihli UNESCO Global Geopark,turkiye,https://www.unesco.org/en/iggp/kula-salihli-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-arran,unesco_global_geopark,Arran UNESCO Global Geopark,united-kingdom,https://www.unesco.org/en/iggp/arran-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-black-country,unesco_global_geopark,Black Country UNESCO Global Geopark,united-kingdom,https://www.unesco.org/en/iggp/black-country-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-english-riviera,unesco_global_geopark,English Riviera UNESCO Global Geopark,united-kingdom,https://www.unesco.org/en/iggp/english-riviera-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-fforest-fawr,unesco_global_geopark,Fforest Fawr UNESCO Global Geopark,united-kingdom,https://www.unesco.org/en/iggp/fforest-fawr-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-geomon,unesco_global_geopark,GeoMôn UNESCO Global Geopark,united-kingdom,https://www.unesco.org/en/iggp/geomon-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
